populationId,TN,ADAP_E,PD1P_E,MDAP_E,y,EM-FL,FL-SH,FL-SD,generationId,IP
7,4,,0.12962962962963,0.182926829268293,-11.750778,1.2,0.873,1.2,1,FALSE
7,5,,0.037037037037037,0.0555555555555556,-11.750778,1.2,0.873,1.2,1,FALSE
7,6,,-0.149253731343284,0.021978021978022,-11.750778,1.2,0.873,1.2,1,FALSE
7,7,,0.27906976744186,0.126582278481013,-11.750778,1.2,0.873,1.2,1,FALSE
7,8,,0.0784313725490196,0.142857142857143,-11.750778,1.2,0.873,1.2,1,FALSE
7,9,,0.0535714285714286,0.13953488372093,-11.750778,1.2,0.873,1.2,1,FALSE
8,1,,0.0714285714285714,0.138888888888889,-7.867824,0.873,1.2,1.069,1,FALSE
8,2,,-0.0208333333333333,0.0365853658536585,-7.867824,0.873,1.2,1.069,1,FALSE
8,3,,-0.109090909090909,-0.0555555555555556,-7.867824,0.873,1.2,1.069,1,FALSE
8,4,,-0.0925925925925926,0.0121951219512195,-7.867824,0.873,1.2,1.069,1,FALSE
8,5,,-0.185185185185185,-0.111111111111111,-7.867824,0.873,1.2,1.069,1,FALSE
8,6,,-0.328358208955224,-0.120879120879121,-7.867824,0.873,1.2,1.069,1,FALSE
8,7,,-0.0232558139534884,-0.0506329113924051,-7.867824,0.873,1.2,1.069,1,FALSE
8,8,,-0.156862745098039,-0.0238095238095238,-7.867824,0.873,1.2,1.069,1,FALSE
8,9,,-0.196428571428571,0,-7.867824,0.873,1.2,1.069,1,FALSE
9,1,,0.0476190476190476,0.111111111111111,-8.629789,0.838,1.34,0.923,1,FALSE
9,2,,-0.0416666666666667,0,-8.629789,0.838,1.34,0.923,1,FALSE
9,3,,-0.109090909090909,-0.0888888888888889,-8.629789,0.838,1.34,0.923,1,FALSE
9,4,,-0.111111111111111,-0.0121951219512195,-8.629789,0.838,1.34,0.923,1,FALSE
9,5,,-0.203703703703704,-0.155555555555556,-8.629789,0.838,1.34,0.923,1,FALSE
9,6,,-0.328358208955224,-0.153846153846154,-8.629789,0.838,1.34,0.923,1,FALSE
9,7,,-0.0232558139534884,-0.10126582278481,-8.629789,0.838,1.34,0.923,1,FALSE
9,8,,-0.156862745098039,-0.0714285714285714,-8.629789,0.838,1.34,0.923,1,FALSE
9,9,,-0.196428571428571,-0.0348837209302326,-8.629789,0.838,1.34,0.923,1,FALSE
10,1,,-0.0238095238095238,0.111111111111111,-10.422,0.81,0.77,1.058,1,FALSE
10,2,,-0.125,0.0121951219512195,-10.422,0.81,0.77,1.058,1,FALSE
10,3,,-0.2,-0.0777777777777778,-10.422,0.81,0.77,1.058,1,FALSE
10,4,,-0.185185185185185,-0.0121951219512195,-10.422,0.81,0.77,1.058,1,FALSE
10,5,,-0.259259259259259,-0.144444444444444,-10.422,0.81,0.77,1.058,1,FALSE
10,6,,-0.388059701492537,-0.142857142857143,-10.422,0.81,0.77,1.058,1,FALSE
10,7,,-0.116279069767442,-0.0886075949367089,-10.422,0.81,0.77,1.058,1,FALSE
10,8,,-0.235294117647059,-0.0595238095238095,-10.422,0.81,0.77,1.058,1,FALSE
10,9,,-0.285714285714286,-0.0232558139534884,-10.422,0.81,0.77,1.058,1,FALSE
11,1,,0.357142857142857,0.277777777777778,-10.580635,1.167,0.898,1.11,1,FALSE
11,2,,0.229166666666667,0.158536585365854,-10.580635,1.167,0.898,1.11,1,FALSE
11,3,,0.109090909090909,0.0666666666666667,-10.580635,1.167,0.898,1.11,1,FALSE
11,4,,0.111111111111111,0.158536585365854,-10.580635,1.167,0.898,1.11,1,FALSE
11,5,,0.0185185185185185,0.0222222222222222,-10.580635,1.167,0.898,1.11,1,FALSE
11,6,,-0.164179104477612,0.010989010989011,-10.580635,1.167,0.898,1.11,1,FALSE
11,7,,0.255813953488372,0.0886075949367089,-10.580635,1.167,0.898,1.11,1,FALSE
11,8,,0.0588235294117647,0.119047619047619,-10.580635,1.167,0.898,1.11,1,FALSE
11,9,,0.0357142857142857,0.116279069767442,-10.580635,1.167,0.898,1.11,1,FALSE
12,1,,0.119047619047619,0.194444444444444,-7.304786,0.939,0.939,1.167,1,FALSE
12,2,,0,0.0853658536585366,-7.304786,0.939,0.939,1.167,1,FALSE
12,3,,-0.0727272727272727,-0.0111111111111111,-7.304786,0.939,0.939,1.167,1,FALSE
12,4,,-0.0555555555555556,0.0609756097560976,-7.304786,0.939,0.939,1.167,1,FALSE
12,5,,-0.148148148148148,-0.0666666666666667,-7.304786,0.939,0.939,1.167,1,FALSE
12,6,,-0.298507462686567,-0.0659340659340659,-7.304786,0.939,0.939,1.167,1,FALSE
12,7,,0.0232558139534884,0,-7.304786,0.939,0.939,1.167,1,FALSE
12,8,,-0.117647058823529,0.0238095238095238,-7.304786,0.939,0.939,1.167,1,FALSE
12,9,,-0.160714285714286,0.0465116279069768,-7.304786,0.939,0.939,1.167,1,FALSE
13,1,,0.30952380952381,0.263888888888889,-9.154932,1.11,1.11,1.11,1,FALSE
13,2,,0.1875,0.134146341463415,-9.154932,1.11,1.11,1.11,1,FALSE
13,3,,0.0727272727272727,0.0444444444444444,-9.154932,1.11,1.11,1.11,1,FALSE
13,4,,0.0740740740740741,0.134146341463415,-9.154932,1.11,1.11,1.11,1,FALSE
13,5,,0,0,-9.154932,1.11,1.11,1.11,1,FALSE
13,6,,-0.17910447761194,-0.010989010989011,-9.154932,1.11,1.11,1.11,1,FALSE
13,7,,0.209302325581395,0.0632911392405063,-9.154932,1.11,1.11,1.11,1,FALSE
13,8,,0.0196078431372549,0.107142857142857,-9.154932,1.11,1.11,1.11,1,FALSE
13,9,,0,0.0930232558139535,-9.154932,1.11,1.11,1.11,1,FALSE
14,1,,0.30952380952381,0.25,-8.995631,1.102,1.102,1.102,1,FALSE
14,2,,0.1875,0.134146341463415,-8.995631,1.102,1.102,1.102,1,FALSE
14,3,,0.0727272727272727,0.0444444444444444,-8.995631,1.102,1.102,1.102,1,FALSE
14,4,,0.0740740740740741,0.121951219512195,-8.995631,1.102,1.102,1.102,1,FALSE
14,5,,-0.0185185185185185,-0.0111111111111111,-8.995631,1.102,1.102,1.102,1,FALSE
14,6,,-0.194029850746269,-0.010989010989011,-8.995631,1.102,1.102,1.102,1,FALSE
14,7,,0.209302325581395,0.0632911392405063,-8.995631,1.102,1.102,1.102,1,FALSE
